Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Central African Republic,CAF,Control of Corruption: Percentile Rank,CC.PER.RNK,11.290322303772,11.764705657959,7.97872352600098,18.518518447876,12.1693124771118,1.97044336795807,7.80487823486328,8.29268264770508,8.25242710113525,11.6504850387573,18.1818180084229,18.0952377319336,18.0094795227051,16.5876770019531,12.3222751617432,11.057692527771,7.14285707473755,8.5714282989502,11.4285717010498,10.4761905670166,10.4761905670166,9.5238094329834,10.9523811340332,8.96226406097412
Central African Republic,CAF,Government Effectiveness: Percentile Rank,GE.PER.RNK,6.01092910766602,5.46448087692261,4.37158489227295,4.86486482620239,7.56756734848022,5.47263669967651,1.96078431606293,3.41463422775269,2.91262125968933,4.85436916351318,4.78468894958496,5.26315784454346,7.10900497436523,4.7393364906311,1.89573454856873,1.44230771064758,1.42857146263123,2.38095235824585,3.33333325386047,2.38095235824585,2.38095235824585,3.80952382087708,4.7619047164917,4.24528312683105
Central African Republic,CAF,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,2,2,4,5,5,6,5,8,8,8,8,9,9,8,9,9,9,9,7,7,7
Central African Republic,CAF,Government Effectiveness: Estimate,GE.EST,-1.40605127811432,-1.35108137130737,-1.41228187084198,-1.38285386562347,-1.19755887985229,-1.32439291477203,-1.58419597148895,-1.47496902942657,-1.52851343154907,-1.37209057807922,-1.39648199081421,-1.39312899112701,-1.31311178207397,-1.45320987701416,-1.62511491775513,-1.87946033477783,-1.81012177467346,-1.8060200214386,-1.79320251941681,-1.735271692276,-1.780198097229,-1.72857892513275,-1.67205941677094,-1.7093962430954
Central African Republic,CAF,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,2.18579244613647,1.63934421539307,0.546448111534119,1.08108103275299,1.62162160873413,0.995024859905243,0,0,0.485436886548996,0.485436886548996,0.956937789916992,0.956937789916992,1.89573454856873,0.473933637142181,0,0,0.476190477609634,0.952380955219269,0.952380955219269,0.952380955219269,0.952380955219269,1.42857146263123,1.42857146263123,0.943396210670471
Central African Republic,CAF,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,12.5683059692383,20.7650279998779,21.3114757537842,16.7567558288574,28.6486492156982,15.4228858947754,9.80392169952393,12.6829271316528,14.5631065368652,16.990291595459,13.3971290588379,13.8755979537964,15.6398105621338,12.3222751617432,7.5829381942749,4.32692289352417,5.2380952835083,6.1904764175415,5.7142858505249,7.61904764175415,6.66666650772095,7.61904764175415,10.4761905670166,8.96226406097412
Central African Republic,CAF,Voice and Accountability: Estimate,VA.EST,-0.827540695667267,-0.681777358055115,-0.670608699321747,-1.00346577167511,-1.24825465679169,-1.30935919284821,-0.99437552690506,-1.01479351520538,-1.083287358284,-0.988077700138092,-1.00347208976746,-1.10421741008759,-1.08749830722809,-1.24113500118256,-1.47468733787537,-1.3910037279129,-1.22374987602234,-1.08035552501678,-1.10617685317993,-1.20345211029053,-1.22185385227203,-1.30442202091217,-1.19445514678955,-1.21139430999756
Central African Republic,CAF,Voice and Accountability: Percentile Rank,VA.PER.RNK,22.5,29.8507461547852,28.8557205200195,19.9004974365234,11.9402980804443,10.5769233703613,19.7115383148193,19.7115383148193,16.8269233703613,20.1923084259033,19.9052124023438,15.6398105621338,16.9014091491699,14.5539903640747,7.0422534942627,8.86699485778809,13.7931032180786,19.2118225097656,17.2413787841797,14.5631065368652,14.9758453369141,13.5265703201294,15.4589376449585,15.4589376449585
Central African Republic,CAF,Voice and Accountability: Number of Sources,VA.NO.SRC,4,4,5,7,7,8,9,10,11,10,12,12,12,12,13,10,9,10,10,10,10,8,8,8
Central African Republic,CAF,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,13,14.9253730773926,17.412935256958,10.945273399353,6.46766185760498,5.28846168518066,10.0961542129517,12.0192308425903,10.0961542129517,12.9807691574097,13.2701425552368,12.3222751617432,12.2065725326538,7.51173686981201,3.75586843490601,5.41871929168701,8.86699485778809,12.8078813552856,12.3152713775635,10.1941747665405,9.17874431610107,6.7632851600647,11.5942029953003,9.66183567047119
Central African Republic,CAF,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,37,41.7910461425781,41.7910461425781,26.8656711578369,21.3930339813232,19.230770111084,25.9615383148193,25.480770111084,25,25.480770111084,27.014217376709,23.6966819763184,24.8826293945313,16.4319248199463,12.6760559082031,14.7783250808716,21.1822662353516,23.1527099609375,23.1527099609375,21.3592224121094,20.7729473114014,18.8405799865723,21.2560386657715,21.7391300201416
Central African Republic,CAF,Voice and Accountability: Standard Error,VA.STD.ERR,0.261457115411758,0.256089627742767,0.235382616519928,0.178090989589691,0.180878609418869,0.187085792422295,0.180518954992294,0.139167860150337,0.138686895370483,0.138700112700462,0.135787099599838,0.132132634520531,0.13293881714344,0.130605205893517,0.123010955750942,0.133405864238739,0.132610380649567,0.129645898938179,0.130965560674667,0.136889919638634,0.127803191542625,0.130603939294815,0.130022525787354,0.129226848483086
Central African Republic,CAF,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,45.1086959838867,46.7391319274902,41.3043479919434,35.1351356506348,22.7027034759521,19.4029846191406,15.6862745285034,17.6470584869385,17.4757289886475,18.9320392608643,16.7464122772217,19.1387557983398,20.3791465759277,24.6445503234863,21.8009471893311,12.5,10.9523811340332,10.4761905670166,10.4761905670166,10.9523811340332,10.9523811340332,10.4761905670166,9.5238094329834,11.7924528121948
